Hugo_Symbol,count
AP2B1,6
KIAA1024,6
MTERFD3,6
RAPGEF4,6
AZI1,6
SCML2,6
MEI1,6
LYN,6
TDRKH,6
CDH6,6
DHPS,6
CREM,6
MRPL45,6
ANO3,6
ANKRD6,6
TIGD3,6
TES,6
HLA-DQB1,6
RNF126P1,6
OR1A1,6
GNN,6
PLCXD3,6
CRHR2,6
CELP,6
ZNF623,6
ACTR1A,6
ZNF585B,6
RANBP17,6
KRT35,6
RRN3P1,6
RSPH4A,6
TPCN1,6
SGK2,6
KRTAP4-9,6
SLC39A5,6
SLC34A2,6
BTN1A1,6
ME2,6
KIF3B,6
FCHO1,6
TTI1,6
SELL,6
RUFY1,6
CDK11B,6
RPS6,6
RGS20,6
CTNNB1,6
RSBN1,6
ESYT2,6
RGL3,6
RFC4,6
GLS,6
PPP2R5C,6
GOLGA2,6
FAM117B,6
MAP3K7,6
LRRC33,6
HTR1B,6
KLRC1,6
IQCA1,6
FNDC7,6
KIAA1683,6
LSG1,6
BCAS3,6
IRS1,6
STAT5A,6
BCAS2,6
SMOC2,6
PTPDC1,6
IGHA1,6
TBC1D10C,6
GSPT1,6
SAT1,6
PIGO,6
THBS2,6
GPR155,6
UBA7,6
TMPRSS11A,6
FGFR4,6
FAM71E2,6
ENTPD6,6
DTX2,6
ECD,6
SORCS2,6
TRAF7,6
BMPER,6
SVOP,6
CPSF6,6
SLC37A1,6
DKK3,6
GUSB,6
ARHGAP4,6
ABCF3,6
TRIM2,6
PSD,6
HOXB3,6
GPR149,6
RCBTB2,6
GABBR1,6
MACROD2,6
LLGL2,6
LPPR2,6
APLP2,6
UHRF1,6
SF3B2,6
HCAR2,6
SIGLEC8,6
PLCH2,6
MAOB,6
LRRC4,6
LIMS1,6
SLC10A3,6
POMT2,6
HMMR,6
LONP2,6
DIS3L,6
TUB,6
SLC12A4,6
MAGED2,6
HOXA11,6
F10,6
CD5L,6
BAHD1,6
ZYG11A,6
ZNF451,6
UBE3D,6
TM6SF2,6
USP26,6
SSBP3,6
SMCR7L,6
SLC15A1,6
KIAA0182,6
RNF207,6
KRAS,6
RGR,6
RAI1,6
QSOX2,6
HPSE,6
SYTL5,6
TM9SF4,6
ZNRF4,6
OR2L3,6
ZNF175,6
XRCC1,6
WDR90,6
GNB2L1,6
ZNF862,6
CNOT2,6
C11orf9,6
ZCCHC12,6
CXorf65,6
EBF4,6
PNLIP,6
ZNF320,6
TCP11,6
ACTR2,6
SART1,6
ESRRG,6
ERCC5,6
EGFLAM,6
TDRD3,6
CTAGE9,6
RMI1,6
TPRX1,6
TMEM242,6
WDR3,6
IRAK2,6
MYO1B,6
OTC,6
ZNF281,6
SLC6A14,6
TUBA3E,6
ZNF81,6
KRT3,6
TOX3,6
TPP1,6
ADH1C,6
SOHLH2,6
LRRC42,6
ZMYM6,6
TBC1D3P2,6
PLEKHG4B,6
CCDC66,6
TIMM50,6
CASQ2,6
ST7L,6
FAM111B,6
STON2,6
ZNF526,6
ZNF486,6
SLC27A4,6
ARSK,6
KIAA0226L,6
NMUR2,6
PPP5C,6
TRIM33,6
SOX13,6
SLC6A8,6
TUBGCP5,6
THOC5,6
CDKAL1,6
SIRT3,6
TRIM73,6
PSG11,6
AMY2A,6
KATNAL2,5
GCGR,5
SLC44A1,5
TRAM2,5
TRPV3,5
SLCO6A1,5
SYT3,5
DGKH,5
EIF2S2,5
SLIT1,5
FAM129A,5
ELL,5
GPHN,5
SPECC1,5
DARS,5
OR4C13,5
TAF5,5
OR5D13,5
GPR83,5
TFCP2,5
GPR34,5
SUOX,5
TBX4,5
AP4B1,5
ZNF555,5
PTPN5,5
PRKAG3,5
PRPF4,5
SOX9,5
ALX4,5
SYN1,5
IMPA2,5
ACSF3,5
SUGP2,5
PARM1,5
TSPYL5,5
IL22RA1,5
LGALS12,5
OR8J1,5
RNF13,5
KRT36,5
KCNS3,5
RBPJL,5
TELO2,5
RAD18,5
PKLR,5
RNF41,5
CSNK1A1L,5
PTAR1,5
DEDD2,5
RNF145,5
ARL6IP6,5
PRMT8,5
LRRC8E,5
ZNF513,5
KCNA7,5
MAGEA11,5
POLR3GL,5
POLR2F,5
INF2,5
POM121L2,5
AEBP2,5
SEC14L6,5
ANO9,5
CAPN6,5
SP140,5
PITX2,5
ZNF266,5
RBAK,5
LDB3,5
RFWD3,5
SPAG6,5
ASAP3,5
PDE12,5
NXF4,5
AGK,5
IL18R1,5
SEPT8,5
SECISBP2L,5
FAM122B,5
SF3B14,5
MMP3,5
EPOR,5
IFIT1,5
ZCCHC5,5
TAGAP,5
EIF4A3,5
ZNF878,5
IQCB1,5
ZNHIT6,5
HLA-DQB2,5
RNF32,5
METAP1D,5
METTL11B,5
RHPN2,5
ANKK1,5
C2orf62,5
ANKRD40,5
TMED8,5
MMAA,5
TAP1,5
KCNV2,5
WNK4,5
ZP3,5
DRGX,5
CYTIP,5
AMZ2,5
CHML,5
HDAC2,5
PRR5L,5
ZNF701,5
ATL2,5
ZC3H14,5
TMCO6,5
DNAJC6,5
ZNF543,5
CPB2,5
UNK,5
ATP8B1,5
TOM1,5
CLDN8,5
TUBE1,5
ADAM2,5
KCNJ11,5
ZNF692,5
KLK15,5
USHBP1,5
TULP3,5
LRRTM3,5
CCDC19,5
ADAMTS15,5
TMEM245,5
NKAPL,5
WDR20,5
ZNF66P,5
ANKRD20A8P,5
ZXDB,5
AMDHD2,5
KLF11,5
LMTK3,5
TIA1,5
PRAM1,5
MIPEP,5
C11orf24,5
ZNF418,5
BMP5,5
ANKZF1,5
OR10Q1,5
NSFL1C,5
DDC,5
HSPH1,5
SHARPIN,5
EPHX2,5
KIAA1715,5
TFIP11,5
IL6,5
ERG,5
CCDC78,5
HTRA1,5
CCDC3,5
BTRC,5
SNX8,5
HTR5A,5
TUBD1,5
KLC1,5
NUMBL,5
ACSM3,5
TRIM56,5
ATOH1,5
KIAA1967,5
SLC16A5,5
TRAT1,5
GDPD1,5
RASA2,5
TXNDC5,5
TMPRSS6,5
SCNM1,5
RTKN,5
PIBF1,5
GPC3,5
KANSL1L,5
UBE3A,5
GPR61,5
ACOX1,5
ZNF880,5
C14orf93,5
ATP6V1B2,5
LMAN1,5
TEAD1,5
ANXA6,5
DOC2A,5
TCP11L2,5
CCDC120,5
TBC1D17,5
MAMDC4,5
MYF5,5
C7orf31,5
SFXN5,5
BTBD19,5
HMGN5,5
MC4R,5
IL37,5
MGMT,5
IL3RA,5
WASF3,5
NIPAL4,5
ACOT11,5
ACVR1C,5
PNPT1,5
BRAF,5
ATP2A2,5
TSC22D2,5
DACT2,5
GBA3,5
MTF1,5
TGFBRAP1,5
ELAVL1,5
ODAM,5
EARS2,5
NDUFV1,5
CCDC125,5
DYRK2,5
SLC35A2,5
NCR2,5
CPN2,5
SHKBP1,5
ABLIM1,5
DHX58,5
PAQR3,5
MUC15,5
DEPDC1,5
WSB1,5
OR52E4,5
CXCR7,5
KRT32,5
KLHL25,5
FGF13,5
OR4F15,5
CDS1,5
IGKV1D-16,5
FAM9B,5
ZNF564,5
DNAJC3,5
TEAD4,5
CRTAP,5
SKIV2L2,5
DHX38,5
GABRB1,5
POLR2J,5
ABCG8,5
TMEM246,5
FLOT2,5
VPS26B,5
RBBP4,5
VPS33B,5
FDFT1,5
LAP3,5
OR5T3,5
SNX7,5
INHA,5
TRIML1,5
TSPAN16,5
ZDHHC1,5
ZNF682,5
XKR6,5
AASDHPPT,5
PLEKHD1,5
CDKL1,5
DRD2,5
ENTPD4,5
PHYH,5
FBXO43,5
MYL12A,5
BEST3,5
ALKBH8,5
NUF2,5
DDX59,5
RAD23B,5
MX2,5
PSEN2,5
ENOX1,5
PAK3,5
LMOD3,5
PCSK6,5
PGM1,5
HNRNPL,5
POSTN,5
IL11RA,5
RFPL2,5
TRIM64DP,5
OR2Z1,5
ATP8A1,5
HDDC2,5
ATG16L2,5
SNX18,5
ASPA,5
SIM2,5
ARSE,5
ARPC1A,5
GNAT2,5
NEK11,5
CD99L2,5
TDRD10,5
COL9A3,5
CEP44,5
FAM46D,5
CENPC1,5
RAPGEF5,5
CDH15,5
ZNF215,5
MED1,5
DGCR2,5
CD2,5
DDX60L,5
CD180,5
WDR37,5
AMZ2P1,5
CCT2,5
TTYH1,5
PSG3,5
ANXA13,5
TXLNB,5
FAM151A,5
PI4K2B,5
CATSPER2P1,5
CIRH1A,5
USP28,5
CDC14A,5
CALN1,5
IPP,5
EPS15L1,5
PEX11B,5
MS4A14,5
CAMK2B,5
LUC7L2,5
ZNF395,5
FAM194A,5
ANKRD19P,5
PIH1D1,5
PNLIPRP1,5
OR6A2,5
C9orf114,5
ZNF384,5
GOLGA8A,5
KIAA1324,5
ARHGAP1,5
ZNF714,5
DUSP13,5
SREBF1,5
LRTM2,5
ATG4D,5
TSSC1,5
MKL1,5
HABP4,5
SNW1,5
GIMAP7,5
USP51,5
ZC3H18,5
C12orf50,5
PLK4,5
CD300A,5
AADAC,5
SLC10A1,5
PES1,5
HMGXB3,5
POTEC,5
ANO8,5
MMP25,5
MRPL24,5
ZNF214,5
PLEKHM1P,5
CERS2,5
PRF1,5
PBX1,5
PAX6,5
PAPOLA,5
WDR48,5
FUBP1,5
P4HA2,5
OR10J3,5
FBXO15,5
OR6T1,5
PIAS3,5
AMIGO3,5
HHIPL1,5
ZSCAN5B,5
OR2W5,5
A2MP1,5
DCLRE1C,5
ACADVL,5
GFM2,5
CXorf30,5
BRD2,5
DAZAP1,5
CCDC114,5
ARFIP2,5
ARSB,5
IGKV2D-26,5
AP1G1,5
IGHMBP2,5
ACOX3,5
IBSP,5
OR3A4P,5
C4BPA,5
HMGN2P46,5
GNL2,5
CUL2,5
HEATR6,5
HEATR4,5
ZNF286A,5
ZNF440,5
GPR55,5
GPR156,5
SFRP1,5
DDX51,5
GH2,5
GGNBP2,5
POTEA,5
FAM49A,5
SLC22A10,5
PPIG,5
NPAS3,5
DAB1,5
DGKE,5
C1orf61,5
LRRC37B,5
STAM,5
DCAF4L1,5
PPP6R2,5
GRIK5,5
TF,5
GPRC6A,5
YTHDF3,5
LOXL4,5
C21orf88,5
TUBA4B,5
KIR2DS4,5
LRRCC1,5
KLC3,5
KIFAP3,5
KIF18A,5
ZNF317,5
AASS,5
AFAP1L1,5
KCNJ10,5
MCTP1,5
C20orf194,5
STRBP,5
PAGE1,5
MLXIPL,5
FAM75A3,5
SLC12A2,5
EEPD1,5
REPIN1,5
PSG2,5
GALNT7,5
SP2,5
WTAP,5
ZCCHC14,5
PRELP,5
WDR63,5
TDRD9,5
PLEK,5
XPNPEP2,5
BANP,5
OR4K15,5
KRTAP15-1,5
TLE2,5
PCDHGB2,5
GAK,5
ASIC2,5
CD200R1L,5
PPM1L,5
PCMTD2,5
VCP,5
C5orf52,5
CAPRIN2,5
AWAT1,5
ATP6V0A2,5
CCDC30,5
PPP1R3F,5
POLI,5
TSKS,5
HAUS7,5
BICD1,5
FBXL13,5
ANKRD49,5
ACBD5,5
ICA1,5
VPS18,5
KAT8,5
LINC00281,5
DNASE2,5
ETNK2,5
CCDC33,5
BRDT,5
C1orf112,5
BTD,5
TNMD,5
TLR10,5
OR10J5,5
PCK1,5
POLM,5
RBM5,5
FASTKD5,5
PRODH2,5
POP5,5
ENC1,5
OR6V1,5
PIGQ,5
CYP4F12,5
SLC2A3,5
MBD3,5
SEMA3F,5
HDAC7,5
ZNF652,5
PIAS4,5
CLRN2,5
PNN,5
LYZL6,5
TLK2,5
ZNF674,5
SPHK2,5
FAM124B,5
SMARCAD1,5
BRD7,5
ORC2,5
MMEL1,5
AOAH,5
MIR600HG,5
CDK13,5
CXorf36,5
KLHL34,5
MUTYH,5
IL6R,5
NUP133,5
BLVRA,5
GLUD2,5
CCDC67,5
GRK7,5
RGP1,5
NDC80,5
GRM7,5
PLIN2,5
TRMT112,5
RPS6KB1,5
SERAC1,5
MCM3,5
DLST,5
FAM53C,5
FAM73A,5
ST3GAL3,5
GPI,5
TUBA1C,5
OR2J2,5
FAM49B,5
CIRBP,5
ERGIC3,5
TUBA3D,5
CSF1R,5
PJA2,5
CACNB3,5
COLEC12,5
TTC23L,5
TMEM209,5
MAML1,5
HGFAC,5
CYP7A1,5
SMAP1,5
RAE1,5
CD53,5
OGG1,5
NAT10,5
CLCN2,5
RHCG,5
GPR17,5
SLC17A4,5
FAM86HP,5
ESX1,5
ZNF516,5
CACNB2,5
LPIN3,5
THOC1,5
ST6GALNAC6,5
CCS,5
CENPO,5
SPATA6,5
CCDC37,5
SHCBP1L,5
DMRT2,5
SH3BP1,5
TGFBR2,5
OSBPL5,5
PLIN5,5
SLC43A1,5
ZNF77,5
SNAP47,5
PCDH12,5
SLC22A9,5
TMEM48,5
SLC25A12,5
TIGIT,5
CCR1,5
TMTC1,5
SLC34A1,5
SLC12A9,5
GRB7,5
FZD2,5
EVI5L,5
ESAM,5
ACCS,5
SLAIN2,5
CLCNKB,5
DLL1,5
KCNMB2,5
ZNF782,5
GGCX,5
AIDA,5
GCKR,5
ACTR5,5
DHX34,5
OR8K3,5
LRRTM2,5
CSTPP1,5
ZNF71,5
PRAMEF11,5
TBC1D24,5
MMP13,5
ALOX15,5
TMEM67,5
OR4K1,5
RNF128,5
ACTRT3,5
STXBP2,5
LSR,5
TEX2,5
CD33,5
ZFHX2,5
FRS3,5
MPHOSPH10,5
FAM154A,5
ARFGAP1,5
AOC3,5
FAM75E1,5
ITGB8,5
OR4N2,5
GPR174,5
PGBD2,5
AJAP1,5
FAM157C,5
GTPBP5,5
POLR2J4,5
PTBP3,5
PNPLA1,5
EPX,5
APEX2,5
RAD51AP2,5
SERPINA5,5
ME3,5
FSCB,5
KRTAP9-1,5
DDX41,5
TRIM41,5
EIF3G,5
AGGF1,5
GNS,5
SYNPR,5
ACO1,5
TXLNG,5
TAPT1,5
CYP1B1-AS1,5
TATDN2,5
HEPACAM2,5
TCTE1,5
CSGALNACT2,5
SLC22A11,5
KRT81,5
RNF43,5
OR10G9,5
MEPE,5
ADORA2A,5
ABTB2,5
DPYD,5
OXCT2,5
ERGIC1,5
CHRM4,5
ZNF85,5
ZNF563,5
MSS51,5
ZBTB3,5
BMP15,5
ONECUT1,5
OPN4,5
ZC2HC1C,5
ADCK2,5
ZNF238,5
ABO,5
ZNF114,5
ABCD1,5
BPHL,5
TONSL,5
RNF148,5
GSK3B,5
REXO2,5
MRPS18B,5
NKRF,5
OR5AR1,5
CHRD,5
SERPINI2,5
MIER1,5
FN3KRP,5
LPXN,5
AKT2,5
GPA33,5
GUCA1C,5
PCSK2,5
QPCTL,5
IGHV4-31,5
PPA1,5
C1QTNF2,5
EDAR,5
BLMH,5
EPHA2,5
HLA-F,5
MAGEA8,5
UBE2Q2,5
SNTG2,5
PPP1R32,5
NRG2,5
RABEP2,5
SULT1A4,5
PCDHGA8,5
ZNF480,5
RBM15,5
NPVF,5
NOX1,5
ANKRD20A11P,5
ZNF812,5
KIAA1191,5
MGEA5,5
ADAM20,5
TRA2B,5
CYTH3,5
ADAD1,5
PHF21B,5
PRB3,5
TUT1,5
FAM131B,5
SPRED2,5
SLC28A2,5
ZNF835,5
OR5T2,5
INPP5D,5
ANKRD34A,5
C9orf72,5
ZC3H15,5
ITLN1,5
METTL5,5
AIM1L,5
STX4,5
RBM15B,5
GNA12,5
C6orf183,5
C1orf167,5
OLFML2A,5
HOMER2,5
MFSD3,5
ZNF649,5
MYL1,5
IGHV3-49,5
ZNF770,5
TBX10,5
PRR12,5
LATS2,5
LRRC31,5
CACTIN,5
NUP62,5
KYNU,5
KRTAP4-6,5
WIPF1,5
KRT76,5
SLC24A6,5
SLC5A3,5
PACSIN3,5
IGHM,5
KLF7,5
SLC29A3,5
ZNF69,5
ANXA11,5
APOA1,5
SEC61A1,5
KIAA1467,5
TRIM51HP,5
TSGA13,5
VPS33A,5
STK38L,5
GFM1,5
ZBTB16,5
SAMD3,5
PKD2L1,5
ZMYND15,5
GPLD1,5
WWC2,5
RSL1D1,5
DNAJB4,5
ATP6V1C1,5
XRCC6,5
TTC24,5
CEACAM5,5
ATF4,5
XYLT1,5
ZNF773,5
RRP1,5
TULP1,5
OR2M5,5
ISM2,5
TRIM49,5
GPRIN3,5
SSBP2,5
TFDP3,5
DCUN1D2,5
TBX19,5
USH1G,5
ISLR,5
PAX3,5
OR6S1,5
C9orf142,5
PNPLA6,5
PRKAG2,5
ZHX3,5
PDE1A,5
PPP3CB,5
PPYR1,5
UVSSA,5
GEMIN4,5
ZNF823,5
KCNK13,5
RPS6KL1,5
ZNF589,5
SAG,5
ZNF484,5
ZNF124,5
SLC6A4,5
GRIK4,5
SEPT12,5
SLC29A4,5
SERPINB12,5
SERPINA4,5
HOXA5,5
WASL,5
DNPEP,5
TFPI,5
SGSM2,5
RPL18A,5
PAPLN,5
LCP1,5
FAIM3,5
SLC18A2,5
SIX4,5
SSRP1,5
BCL11B,5
ARHGEF39,5
RASIP1,5
SLC16A6,5
SLAMF9,5
EFR3A,5
KLHL23,5
SFXN2,5
SHE,5
TRIT1,5
FAHD2A,5
AGAP3,5
ARID3B,5
RNF34,5
EYA3,5
FRG2B,5
SV2B,5
DIEXF,5
EHHADH,5
ZBTB20,5
OS9,5
ZNF485,5
CYP2B6,5
NCOA7,5
TRIM17,5
EPS8L3,5
DHCR24,5
HAUS8,5
TMC4,5
CHN2,5
ZKSCAN4,5
PTGDS,5
BTBD11,5
CHKB,5
ZSWIM3,5
KIRREL3,5
MEX3C,5
ITGBL1,5
FXYD3,5
TPST1,5
CREB3L2,5
ACSBG1,5
SAMD14,5
KRT42P,5
COL6A4P1,5
PDLIM7,5
PCSK1,5
TRIM37,5
ACE2,5
FARSB,5
CCNK,5
FARP1,5
FBXL7,5
ANKS1A,5
HRH1,5
CFP,5
LRRC49,5
CYLC1,5
PHACTR4,5
CNTROB,5
FGL2,5
ADAM28,5
IL21R,5
ZNF329,5
WDR26,5
CTR9,5
SLFN5,5
KIAA1984,5
LRRC48,5
TBCK,5
ZNF606,5
PLEKHH3,5
ISX,5
PLAU,5
PTCD3,5
PTGS1,5
CRYGC,5
INTS12,5
CCDC83,5
MCM2,5
CARS2,5
OR52M1,5
LMCD1,5
MAP3K2,5
SLC25A48,5
IP6K3,5
SLC27A5,5
SQSTM1,5
C14orf166B,5
R3HDM1,5
CLCN3,5
PARP2,5
EHMT2,5
N4BP1,5
KIAA1045,5
CAMK1G,5
ZFP3,5
KRTAP5-10,5
GZF1,5
CBX4,5
ACSL1,5
RLIM,5
ASZ1,5
KSR1,5
RNF31,5
ENPP7,5
PKD2,5
RAB11FIP4,5
RCBTB1,5
CADM3,5
C4orf40,5
CCDC7,5
ATL1,5
CHAMP1,5
RBBP8,5
PNLIPRP3,5
COL23A1,5
GPR153,5
POU5F1,5
R3HCC1L,5
PALMD,5
CPT2,5
CASC1,5
INTS9,5
ECT2,5
UROC1,5
OBFC1,5
RAB25,5
OR1S2,5
SLC6A7,5
PHF19,5
CCNE2,5
CD36,5
BCAP31,5
PSMD12,5
CEP55,5
METTL25,5
TRIM51,5
PRSS55,5
KCNAB2,5
ATG14,5
PDS5A,5
SETD3,5
SHOC2,5
POU4F1,5
POGLUT1,5
OR2T1,5
PSG7,5
BRD3,5
ORC1,5
CHURC1-FNTB,5
METTL23,5
PSMD13,5
S1PR3,5
CRYGA,5
ANKRD62,5
SLC13A4,5
CHRNA4,5
RLN2,5
PRR23B,5
HEATR7A,5
SERINC5,5
RBM28,5
CRTAC1,5
GRXCR1,5
WRAP53,5
TBC1D9,5
SAFB,5
STMN4,5
ENSG00000210082,5
ZNF530,5
TMEM87A,5
AP2A2,5
PPFIA4,5
CYP21A2,5
AS3MT,5
ZNF511,5
CACNA2D4,5
VWA5B2,5
HCRTR1,5
ZNF785,5
CD5,5
PGM2,5
CCDC154,5
FANK1,5
INO80D,5
OR51A7,5
PCDHB4,5
RPL13AP3,5
LGALS4,5
ITGAD,5
PLTP,5
ATAD3B,5
OR5H6,5
PAMR1,5
IGLV5-48,5
RFTN2,5
POTEB,5
PROKR1,5
BRS3,5
IFIH1,5
RAD54L,5
NPC1L1,5
NOMO2,5
ERP29,5
ARVCF,5
DET1,5
MCMBP,5
GPR75,5
NCAM2,5
OR2B2,5
ANKRD13D,5
CLPTM1L,5
ALDH8A1,5
BBS2,5
FRRS1,5
ANKRD18A,5
GHR,5
CELF1,5
ALG10,5
IKZF1,5
LRRC28,5
AP2M1,5
LRIF1,5
SMURF1,5
INCENP,5
PADI6,5
KRT121P,5
ALLC,5
TCEA1,5
AGT,5
CYP2D6,5
MMP15,5
DHRS7,5
UHRF1BP1,5
NMD3,5
MFAP1,5
CWF19L2,5
C3orf15,5
CTIF,5
STXBP3,5
PENK,5
AKR1C2,5
XBP1,5
CDO1,5
POLH,5
ACTR8,5
TMTC3,5
LRRC14B,5
MSN,5
HK3,5
FAM59A,5
ZNF133,5
TRAPPC11,5
MASTL,5
GDAP1L1,5
RNF220,5
FAM73B,5
DOK5,5
ASPSCR1,5
HIST1H2BG,5
ZNF419,5
FUT11,5
CALR3,5
CAPN10,5
HTR1D,5
CAPN8,5
APC2,5
MORN4,5
SGCA,5
DPP3,5
TEX10,5
LRG1,5
CPNE5,5
CASS4,5
METTL16,5
BCMO1,5
TM9SF1,5
ZFYVE1,5
GYS2,5
LRR1,5
MBOAT1,5
EYA1,5
DDX23,5
STX17,5
OR5M1,5
G6PD,5
OR5C1,5
FAM131C,5
QRICH1,5
OR51E2,5
NFX1,5
SOLH,5
NDUFV3,5
SHANK3,5
WFIKKN2,5
ZNF498,5
VSTM4,5
PHKB,5
SPATA2,5
OLFM4,5
OR5J2,5
NME7,5
WEE1,5
AKT3,5
BTBD17,5
NEK6,5
AGXT2L2,5
ZDHHC5,5
PDLIM5,5
GPR12,5
RAB22A,5
CPB1,5
CNTFR,5
DDX21,5
PROCR,5
COG8,5
MYO15B,5
BEND6,5
CSF2RB,5
FAM75D3,5
OR10K2,5
TKTL1,5
FAM63A,5
SLC25A32,5
SLC17A7,5
ITIH3,5
TMEM87B,5
FSIP1,5
VAV2,5
DHRS13,5
C4orf50,5
POLR1D,5
ACTL7A,5
HLTF,5
TMEM169,5
CSNK1E,5
LMNB2,5
FLT3LG,5
KLK5,5
EHD2,5
PRAMEF10,5
NIPAL1,5
TNPO2,5
SLC6A17,5
NAIF1,5
SULF2,5
NR4A2,5
WDR36,5
AGPAT4,5
MGAT5,5
EPHA8,5
GIT1,5
SSX3,5
SYK,5
EHD4,5
CAGE1,5
PAICS,5
CD101,5
CCNF,5
NUGGC,5
SCAF11,5
SDAD1,5
AQP10,5
TM9SF3,5
ARHGAP18,5
B3GNT5,5
UPF3A,5
APMAP,5
PPM1D,5
GAL3ST1,5
E2F4,5
NAA35,5
MPP1,5
DDX24,5
FTSJD2,5
TAF4,5
NAP1L4,5
TSEN2,5
POU5F2,5
FPGT-TNNI3K,5
SORT1,5
TMF1,5
STX6,5
KCNG4,5
TAS2R10,5
TJP3,5
GJA10,5
CRY2,5
EED,5
WEE2,5
PTRF,5
INTU,5
FAM26D,5
CEP85L,5
HADHA,5
FGD3,5
UMPS,5
ATP6AP1,5
FXYD5,5
ZNF616,5
MMP14,5
DBR1,5
CNOT6,5
DOM3Z,5
DCAF12L2,5
GMPS,5
TMEM145,5
LRRFIP2,5
OR52A5,5
WISP3,5
AGAP6,5
ZNF275,5
TLK1,5
NEMF,5
JRK,5
TMEM132E,5
USP42,5
PGF,5
C12orf56,5
C1QTNF3,5
WDR24,5
MAN1B1,5
TYW3,5
PTGES2,5
VPS54,5
IFIT2,5
CWC22,5
OPLAH,5
PLOD2,5
MLYCD,5
RHBG,5
MMD,5
PDHA1,5
CARD8,5
PHF2,5
PIM2,5
ANKRD18DP,5
CCDC129,5
NUDT13,5
ADAR,5
DPYSL2,5
SCML4,5
EPHX4,5
ZNF83,5
ANAPC4,5
UGT1A3,5
FAM98B,5
OTUD6A,5
SNX32,5
CHERP,5
SF1,5
ZC2HC1A,5
ZNF20,5
ZNF467,5
FAM149B1,5
AFAP1L2,5
EPDR1,5
SP110,5
NOA1,5
ALPP,5
TBC1D29,5
TFAP4,5
DYNC1LI1,5
ANKRD24,5
PRDM11,5
SLC25A36,5
EI24,5
ANKMY1,5
TROVE2,5
DSN1,5
ERCC4,5
OR52B2,5
EDEM3,5
SHISA7,5
CT47B1,5
FAM227B,5
NCR1,5
DENND2A,5
CD34,5
ANKRD34B,5
TIPARP,5
AP5Z1,5
FAM40A,5
TPPP2,5
NAA16,5
EMILIN3,5
CCDC79,5
E4F1,5
MAT2A,5
YARS,5
INTS10,5
ESPN,5
ZNF434,5
GP1BA,5
SH3RF1,5
ZNF876P,5
FZD3,5
COBL,5
XKR5,5
ATG5,5
FAM83A,5
OPN1LW,5
MGAT4B,5
FARS2,5
SALL2,5
SH3TC2,5
CEP97,5
MYBBP1A,5
TRIP10,5
CLIC5,5
GRM2,5
ITGA5,5
ZNF792,5
BCKDHA,5
LSM11,5
PITPNC1,5
ZFP92,5
SPAG1,5
THTPA,5
LRRC4C,5
MRPL9,5
DSG1,5
CORO6,5
POLR3E,5
PLA2G7,5
SLFN11,5
HELB,5
TTLL1,5
PGD,5
PDRG1,5
PSMA3,5
CDHR4,5
IK,5
PPARG,5
DNAJB5,5
FAM70A,5
MED16,5
CMTM5,5
TSEN54,5
TRMT6,5
MEP1B,5
MMP11,5
HBS1L,5
SAMD15,5
RSRC2,5
MIR7-3HG,5
REM1,5
AHCYL2,5
TBR1,5
CYP4F2,5
ADAMTS4,5
UAP1,5
DDI1,5
NT5C3,5
ZNF454,5
NTHL1,5
SOX30,5
ZNF169,5
CTBP1-AS1,5
ZNF34,5
SIGLEC16,5
WISP1,5
ZNF704,5
PDHX,5
SEPT4,5
FAM48A,5
CAMKK2,5
SLC25A13,5
BTBD7,5
SEPT1,5
CLASRP,5
RAP1GDS1,5
PARD3B,5
HIST1H2AI,5
RNASEH2A,5
ICA1L,5
STAT1,5
KCNN2,5
STT3B,5
NXN,5
PRMT10,5
ZNF14,5
SLC6A15,5
CELF4,5
BRF1,5
GPD2,5
LRRC37A2,5
TDRD7,5
SGCG,5
ATP5A1,5
ASH2L,5
KLHL15,5
ROM1,5
ZFP161,5
FAM21C,5
CLEC17A,5
ILK,5
WT1,5
TTF1,5
GPR22,5
DDHD2,5
OR4C16,5
STK38,5
KLK11,5
RAI14,5
FOLR4,5
KCNIP4,5
TRIM50,5
ITGB3,5
LCP2,5
CPSF2,5
DCT,5
TMEM214,5
SUN5,5
PSG5,5
ZKSCAN2,5
TRMT13,5
SIPA1,5
ZBED5,5
MAPKAPK3,5
AMHR2,5
STX1A,4
DDX50,4
OXSM,4
FPGS,4
MUC3A,4
HSD17B2,4
NCAPG,4
BACE2,4
METTL7B,4
ADRA2B,4
KCNK4,4
HSPBAP1,4
TPM1,4
KLHL30,4
GYLTL1B,4
IPO9,4
UGT1A,4
SLC6A2,4
NPAS1,4
MAP3K10,4
ZNF502,4
OXER1,4
SYT14,4
LOXL2,4
ATL3,4
ZNF547,4
RIC3,4
CDCA4,4
GALNTL2,4
HCAR1,4
HOXB2,4
OR2T12,4
TRIM43,4
PUS7,4
FOPNL,4
FBXL4,4
ZNF813,4
RFX7,4
METTL17,4
GADL1,4
POLR2J3,4
PTPRN,4
BID,4
KCTD21,4
IL12RB2,4
ODF3L2,4
IL31RA,4
ZNF793,4
CEP19,4
AGBL2,4
TRAF6,4
FAM45A,4
CD1C,4
TTC4,4
CCER1,4
KPNA3,4
EDNRB,4
SOBP,4
TMPRSS11D,4
PALM2AKAP2,4
NPHP3,4
NADKD1,4
ICOS,4
UQCC4,4
NARF,4
DKK4,4
GIMAP2,4
KIF23,4
KIAA1586,4
POM121L9P,4
SPACA1,4
